iter	AverageGain:top=10
0	0.04144385027
1	0.04665775401
2	0.04705882353
3	0.05120320856
4	0.05200534759
5	0.05080213904
6	0.05080213904
7	0.05093582888
8	0.05013368984
9	0.05026737968
10	0.05187165775
11	0.05200534759
12	0.05187165775
13	0.05307486631
14	0.05347593583
15	0.05441176471
16	0.05387700535
17	0.05454545455
18	0.05401069519
19	0.05347593583
20	0.05427807487
21	0.05481283422
22	0.05494652406
23	0.05454545455
24	0.05467914439
25	0.05441176471
26	0.05387700535
27	0.05360962567
28	0.05481283422
29	0.05481283422
30	0.05481283422
31	0.0550802139
32	0.05521390374
33	0.0550802139
34	0.05494652406
35	0.05481283422
36	0.05521390374
37	0.05441176471
38	0.05441176471
39	0.05441176471
40	0.05454545455
41	0.05454545455
42	0.05494652406
43	0.05521390374
44	0.05561497326
45	0.0550802139
46	0.05414438503
47	0.05414438503
48	0.05427807487
49	0.05414438503
50	0.0550802139
51	0.05494652406
52	0.05414438503
53	0.05427807487
54	0.05401069519
55	0.05401069519
56	0.05414438503
57	0.05401069519
58	0.05454545455
59	0.05414438503
60	0.05454545455
61	0.05441176471
62	0.05521390374
63	0.05494652406
64	0.05548128342
65	0.05548128342
66	0.05534759358
67	0.05548128342
68	0.0557486631
69	0.05655080214
70	0.05695187166
71	0.05628342246
72	0.05668449198
73	0.05668449198
74	0.05668449198
75	0.05762032086
76	0.05695187166
77	0.05788770053
78	0.05828877005
79	0.0577540107
80	0.05762032086
81	0.05802139037
82	0.05762032086
83	0.05762032086
84	0.05735294118
85	0.05815508021
86	0.0577540107
87	0.05788770053
88	0.0577540107
89	0.05762032086
90	0.05762032086
91	0.0577540107
92	0.05762032086
93	0.0577540107
94	0.05815508021
95	0.05815508021
96	0.05828877005
97	0.05895721925
98	0.05895721925
99	0.05828877005
100	0.05855614973
101	0.05868983957
102	0.05842245989
103	0.05802139037
104	0.05788770053
105	0.05842245989
106	0.05882352941
107	0.05895721925
108	0.05909090909
109	0.05882352941
110	0.05855614973
111	0.05895721925
112	0.05909090909
113	0.05922459893
114	0.05895721925
115	0.05949197861
116	0.05962566845
117	0.06002673797
118	0.06002673797
119	0.06042780749
120	0.06056149733
121	0.06082887701
122	0.06056149733
123	0.06082887701
124	0.06082887701
125	0.06096256684
126	0.06082887701
127	0.06069518717
128	0.06069518717
129	0.06069518717
130	0.06082887701
131	0.06082887701
132	0.06136363636
133	0.06176470588
134	0.06176470588
135	0.0614973262
136	0.06176470588
137	0.06176470588
138	0.06189839572
139	0.06189839572
140	0.06189839572
141	0.06203208556
142	0.0621657754
143	0.06229946524
144	0.06229946524
145	0.0621657754
146	0.06203208556
147	0.06229946524
148	0.0621657754
149	0.06256684492
150	0.06243315508
151	0.0621657754
152	0.06256684492
153	0.0628342246
154	0.06296791444
155	0.06310160428
156	0.0628342246
157	0.0628342246
158	0.06296791444
159	0.06310160428
160	0.06310160428
161	0.06323529412
162	0.06377005348
163	0.06363636364
164	0.0635026738
165	0.06377005348
166	0.06403743316
167	0.06377005348
168	0.06443850267
169	0.06430481283
170	0.06430481283
171	0.06403743316
172	0.06377005348
173	0.06377005348
174	0.06377005348
175	0.06510695187
176	0.06470588235
177	0.06470588235
178	0.06497326203
179	0.06524064171
180	0.06510695187
181	0.06524064171
182	0.06524064171
183	0.06524064171
184	0.06524064171
185	0.06537433155
186	0.06550802139
187	0.06577540107
188	0.06577540107
189	0.06590909091
190	0.06577540107
191	0.06590909091
192	0.06590909091
193	0.06590909091
194	0.06564171123
195	0.06590909091
196	0.06590909091
197	0.06617647059
198	0.06604278075
199	0.06617647059
200	0.06564171123
201	0.06590909091
202	0.06590909091
203	0.06604278075
204	0.06604278075
205	0.06590909091
206	0.06590909091
207	0.06617647059
208	0.06657754011
209	0.06644385027
210	0.06644385027
211	0.06657754011
212	0.06657754011
213	0.06644385027
214	0.06644385027
215	0.06644385027
216	0.06657754011
217	0.06617647059
218	0.06590909091
219	0.06577540107
220	0.06604278075
221	0.06604278075
222	0.06590909091
223	0.06604278075
224	0.06644385027
225	0.06657754011
226	0.06617647059
227	0.06617647059
228	0.06631016043
229	0.06617647059
230	0.06604278075
231	0.06604278075
232	0.06617647059
233	0.06617647059
234	0.06644385027
235	0.06657754011
236	0.06671122995
237	0.06671122995
238	0.06671122995
239	0.06671122995
240	0.06684491979
241	0.06671122995
242	0.06671122995
243	0.06671122995
244	0.06671122995
245	0.06671122995
246	0.06671122995
247	0.06657754011
248	0.06657754011
249	0.06671122995
250	0.06671122995
251	0.06671122995
252	0.06657754011
253	0.06657754011
254	0.06671122995
255	0.06684491979
256	0.06697860963
257	0.06711229947
258	0.06711229947
259	0.06737967914
260	0.06737967914
261	0.06751336898
262	0.06751336898
263	0.06751336898
264	0.06751336898
265	0.06751336898
266	0.06764705882
267	0.06764705882
268	0.06764705882
269	0.06764705882
270	0.06778074866
271	0.06751336898
272	0.06778074866
273	0.06737967914
274	0.06751336898
275	0.06764705882
276	0.06751336898
277	0.06751336898
278	0.06764705882
279	0.06778074866
280	0.0679144385
281	0.0679144385
282	0.0679144385
283	0.0679144385
284	0.0679144385
285	0.0679144385
286	0.0679144385
287	0.06804812834
288	0.06804812834
289	0.06831550802
290	0.06831550802
291	0.06804812834
292	0.06778074866
293	0.06778074866
294	0.06778074866
295	0.06778074866
296	0.06778074866
297	0.06764705882
298	0.06764705882
299	0.06764705882
300	0.06764705882
301	0.06751336898
302	0.06737967914
303	0.06751336898
304	0.06737967914
305	0.06751336898
306	0.06764705882
307	0.06764705882
308	0.06764705882
309	0.06764705882
310	0.06778074866
311	0.06778074866
312	0.0685828877
313	0.06844919786
314	0.0685828877
315	0.06831550802
316	0.06831550802
317	0.06844919786
318	0.06844919786
319	0.06831550802
320	0.06871657754
321	0.06885026738
322	0.06885026738
323	0.06871657754
324	0.06885026738
325	0.06885026738
326	0.06885026738
327	0.06885026738
328	0.06885026738
329	0.06885026738
330	0.0685828877
331	0.06871657754
332	0.06871657754
333	0.0685828877
334	0.0685828877
335	0.0685828877
336	0.0685828877
337	0.0685828877
338	0.0685828877
339	0.06885026738
340	0.06885026738
341	0.06885026738
342	0.06885026738
343	0.06885026738
344	0.06885026738
345	0.06898395722
346	0.06885026738
347	0.06871657754
348	0.06844919786
349	0.06871657754
350	0.06898395722
351	0.06938502674
352	0.06938502674
353	0.06938502674
354	0.06951871658
355	0.06951871658
356	0.06965240642
357	0.06965240642
358	0.06938502674
359	0.06965240642
360	0.06951871658
361	0.06951871658
362	0.06911764706
363	0.06965240642
364	0.06951871658
365	0.06951871658
366	0.06951871658
367	0.0692513369
368	0.06938502674
369	0.06938502674
370	0.06938502674
371	0.06965240642
372	0.06978609626
373	0.06951871658
374	0.06938502674
375	0.06951871658
376	0.06951871658
377	0.06951871658
378	0.06951871658
379	0.06938502674
380	0.06938502674
381	0.06951871658
382	0.06951871658
383	0.06938502674
384	0.06951871658
385	0.06938502674
386	0.06938502674
387	0.06938502674
388	0.06938502674
389	0.06951871658
390	0.06938502674
391	0.06938502674
392	0.0692513369
393	0.06951871658
394	0.06965240642
395	0.06978609626
396	0.06978609626
397	0.0699197861
398	0.07005347594
399	0.07005347594
400	0.07018716578
401	0.07018716578
402	0.07018716578
403	0.07045454545
404	0.07032085561
405	0.07018716578
406	0.07032085561
407	0.07018716578
408	0.07032085561
409	0.07032085561
410	0.07032085561
411	0.07058823529
412	0.07058823529
413	0.07058823529
414	0.07072192513
415	0.07098930481
416	0.07085561497
417	0.07098930481
418	0.07112299465
419	0.07112299465
420	0.07072192513
421	0.07085561497
422	0.07085561497
423	0.07085561497
424	0.07085561497
425	0.07058823529
426	0.07058823529
427	0.07072192513
428	0.07072192513
429	0.07085561497
430	0.07098930481
431	0.07112299465
432	0.07098930481
433	0.07098930481
434	0.07112299465
435	0.07085561497
436	0.07085561497
437	0.07085561497
438	0.07112299465
439	0.07112299465
440	0.07112299465
441	0.07098930481
442	0.07098930481
443	0.07112299465
444	0.07125668449
445	0.07125668449
446	0.07139037433
447	0.07139037433
448	0.07139037433
449	0.07152406417
450	0.07139037433
451	0.07179144385
452	0.07179144385
453	0.07165775401
454	0.07152406417
455	0.07165775401
456	0.07165775401
457	0.07165775401
458	0.07179144385
459	0.07179144385
460	0.07179144385
461	0.07179144385
462	0.07179144385
463	0.07179144385
464	0.07179144385
465	0.07165775401
466	0.07165775401
467	0.07179144385
468	0.07179144385
469	0.07179144385
470	0.07179144385
471	0.07179144385
472	0.07192513369
473	0.07192513369
474	0.07205882353
475	0.07205882353
476	0.07205882353
477	0.07205882353
478	0.07205882353
479	0.07219251337
480	0.07219251337
481	0.07219251337
482	0.07219251337
483	0.07232620321
484	0.07245989305
485	0.07245989305
486	0.07245989305
487	0.07232620321
488	0.07245989305
489	0.07232620321
490	0.07232620321
491	0.07219251337
492	0.07232620321
493	0.07245989305
494	0.07259358289
495	0.07259358289
496	0.07259358289
497	0.07259358289
498	0.07232620321
499	0.07232620321
500	0.07232620321
501	0.07232620321
502	0.07232620321
503	0.07232620321
504	0.07245989305
505	0.07245989305
506	0.07232620321
507	0.07219251337
508	0.07232620321
509	0.07245989305
510	0.07219251337
511	0.07219251337
512	0.07219251337
513	0.07232620321
514	0.07232620321
515	0.07232620321
516	0.07232620321
517	0.07232620321
518	0.07232620321
519	0.07219251337
520	0.07219251337
521	0.07232620321
522	0.07232620321
523	0.07232620321
524	0.07232620321
525	0.07232620321
526	0.07232620321
527	0.07272727273
528	0.07272727273
529	0.07272727273
530	0.07272727273
531	0.07272727273
532	0.07272727273
533	0.07299465241
534	0.07299465241
535	0.07299465241
536	0.07272727273
537	0.07272727273
538	0.07272727273
539	0.07299465241
540	0.07299465241
541	0.07286096257
542	0.07286096257
543	0.07312834225
544	0.07312834225
545	0.07339572193
546	0.07326203209
547	0.07339572193
548	0.07379679144
549	0.07379679144
550	0.07393048128
551	0.07393048128
552	0.07379679144
553	0.07393048128
554	0.0736631016
555	0.0736631016
556	0.07339572193
557	0.07352941176
558	0.0736631016
559	0.0736631016
560	0.07352941176
561	0.07352941176
562	0.07352941176
563	0.0736631016
564	0.0736631016
565	0.07379679144
566	0.07379679144
567	0.07393048128
568	0.07379679144
569	0.0736631016
570	0.0736631016
571	0.07379679144
572	0.0736631016
573	0.0736631016
574	0.0736631016
575	0.07379679144
576	0.07379679144
577	0.07393048128
578	0.07393048128
579	0.07406417112
580	0.07393048128
581	0.07393048128
582	0.07393048128
583	0.07393048128
584	0.07393048128
585	0.07379679144
586	0.07379679144
587	0.07393048128
588	0.07393048128
589	0.07393048128
590	0.07419786096
591	0.0743315508
592	0.07473262032
593	0.07459893048
594	0.07459893048
595	0.07459893048
596	0.07486631016
597	0.07486631016
598	0.07486631016
599	0.07486631016
600	0.07486631016
601	0.07486631016
602	0.07486631016
603	0.07473262032
604	0.075
605	0.075
606	0.075
607	0.075
608	0.07513368984
609	0.07526737968
610	0.07526737968
611	0.07513368984
612	0.07540106952
613	0.075
614	0.07513368984
615	0.07513368984
616	0.07526737968
617	0.07526737968
618	0.07540106952
619	0.07553475936
620	0.07526737968
621	0.07526737968
622	0.07540106952
623	0.07553475936
624	0.07540106952
625	0.07553475936
626	0.0756684492
627	0.07540106952
628	0.07540106952
629	0.07540106952
630	0.07580213904
631	0.07606951872
632	0.07606951872
633	0.0763368984
634	0.07620320856
635	0.0763368984
636	0.0763368984
637	0.07620320856
638	0.07647058824
639	0.0763368984
640	0.0763368984
641	0.07620320856
642	0.07660427807
643	0.07660427807
644	0.07660427807
645	0.07660427807
646	0.07647058824
647	0.07647058824
648	0.07647058824
649	0.07647058824
650	0.07660427807
651	0.07660427807
652	0.07673796791
653	0.07660427807
654	0.07647058824
655	0.07647058824
656	0.07660427807
657	0.07660427807
658	0.07660427807
659	0.07673796791
660	0.07673796791
661	0.07660427807
662	0.07673796791
663	0.07687165775
664	0.07687165775
665	0.07700534759
666	0.07700534759
667	0.07673796791
668	0.07687165775
669	0.07700534759
670	0.07687165775
671	0.07700534759
672	0.07673796791
673	0.07687165775
674	0.07700534759
675	0.07687165775
676	0.07700534759
677	0.07660427807
678	0.07687165775
679	0.07687165775
680	0.07687165775
681	0.07687165775
682	0.07700534759
683	0.07727272727
684	0.07713903743
685	0.07754010695
686	0.07727272727
687	0.07727272727
688	0.07727272727
689	0.07740641711
690	0.07727272727
691	0.07754010695
692	0.07727272727
693	0.07727272727
694	0.07727272727
695	0.07727272727
696	0.07767379679
697	0.07767379679
698	0.07780748663
699	0.07780748663
700	0.07794117647
701	0.07794117647
702	0.07794117647
703	0.07794117647
704	0.07807486631
705	0.07807486631
706	0.07807486631
707	0.07794117647
708	0.07780748663
709	0.07780748663
710	0.07780748663
711	0.07780748663
712	0.07820855615
713	0.07860962567
714	0.07847593583
715	0.07860962567
716	0.07860962567
717	0.07847593583
718	0.07847593583
719	0.07860962567
720	0.07860962567
721	0.07847593583
722	0.07847593583
723	0.07860962567
724	0.07847593583
725	0.07847593583
726	0.07874331551
727	0.07874331551
728	0.07874331551
729	0.07887700535
730	0.07901069519
731	0.07901069519
732	0.07914438503
733	0.07914438503
734	0.07914438503
735	0.07901069519
736	0.07887700535
737	0.07887700535
738	0.07901069519
739	0.07901069519
740	0.07927807487
741	0.07901069519
742	0.07901069519
743	0.07927807487
744	0.07927807487
745	0.07941176471
746	0.07927807487
747	0.07927807487
748	0.07927807487
749	0.07941176471
750	0.07941176471
751	0.07941176471
752	0.07927807487
753	0.07927807487
754	0.07941176471
755	0.07941176471
756	0.07927807487
757	0.07914438503
758	0.07914438503
759	0.07901069519
760	0.07901069519
761	0.07901069519
762	0.07901069519
763	0.07914438503
764	0.07927807487
765	0.07927807487
766	0.07927807487
767	0.07954545455
768	0.07941176471
769	0.07967914439
770	0.07981283422
771	0.07981283422
772	0.07994652406
773	0.07981283422
774	0.07994652406
775	0.0800802139
776	0.08021390374
777	0.08034759358
778	0.08021390374
779	0.08048128342
780	0.08061497326
781	0.08048128342
782	0.08048128342
783	0.08034759358
784	0.08034759358
785	0.08034759358
786	0.08048128342
787	0.0807486631
788	0.0807486631
789	0.0807486631
790	0.0807486631
791	0.0807486631
792	0.0807486631
793	0.0807486631
794	0.0807486631
795	0.08061497326
796	0.08061497326
797	0.08061497326
798	0.08061497326
799	0.08061497326
800	0.08101604278
801	0.08101604278
802	0.08101604278
803	0.08101604278
804	0.08088235294
805	0.08088235294
806	0.08101604278
807	0.08101604278
808	0.08114973262
809	0.08114973262
810	0.08114973262
811	0.08114973262
812	0.08114973262
813	0.08114973262
814	0.08101604278
815	0.08101604278
816	0.08128342246
817	0.08101604278
818	0.08128342246
819	0.08128342246
820	0.08101604278
821	0.08088235294
822	0.08101604278
823	0.08088235294
824	0.08061497326
825	0.08061497326
826	0.08061497326
827	0.0807486631
828	0.0807486631
829	0.0807486631
830	0.0807486631
831	0.08088235294
832	0.08088235294
833	0.08088235294
834	0.08088235294
835	0.08088235294
836	0.08101604278
837	0.08101604278
838	0.08101604278
839	0.08101604278
840	0.08101604278
841	0.08101604278
842	0.08114973262
843	0.08101604278
844	0.0807486631
845	0.08088235294
846	0.08114973262
847	0.08114973262
848	0.08114973262
849	0.08114973262
850	0.08114973262
851	0.08114973262
852	0.08128342246
853	0.08114973262
854	0.08101604278
855	0.08128342246
856	0.08128342246
857	0.08155080214
858	0.08155080214
859	0.08155080214
860	0.08155080214
861	0.08155080214
862	0.0814171123
863	0.08155080214
864	0.08155080214
865	0.08181818182
866	0.08181818182
867	0.08168449198
868	0.08155080214
869	0.08181818182
870	0.08181818182
871	0.08181818182
872	0.08181818182
873	0.08168449198
874	0.08168449198
875	0.08168449198
876	0.08155080214
877	0.08168449198
878	0.08181818182
879	0.08195187166
880	0.08195187166
881	0.08195187166
882	0.08181818182
883	0.08195187166
884	0.08195187166
885	0.08195187166
886	0.08195187166
887	0.0820855615
888	0.08235294118
889	0.08235294118
890	0.08221925134
891	0.08235294118
892	0.08235294118
893	0.08221925134
894	0.0820855615
895	0.0820855615
896	0.0820855615
897	0.08235294118
898	0.08235294118
899	0.08235294118
900	0.08235294118
901	0.08235294118
902	0.08235294118
903	0.08248663102
904	0.08262032086
905	0.08262032086
906	0.08235294118
907	0.08235294118
908	0.08248663102
909	0.08248663102
910	0.08248663102
911	0.08248663102
912	0.08248663102
913	0.08262032086
914	0.08262032086
915	0.08262032086
916	0.08262032086
917	0.0827540107
918	0.0827540107
919	0.08262032086
920	0.08288770053
921	0.08288770053
922	0.08288770053
923	0.0827540107
924	0.0827540107
925	0.0827540107
926	0.0827540107
927	0.0827540107
928	0.0827540107
929	0.0827540107
930	0.0827540107
931	0.0827540107
932	0.08262032086
933	0.0827540107
934	0.0827540107
935	0.0827540107
936	0.0827540107
937	0.08288770053
938	0.0827540107
939	0.0827540107
940	0.0827540107
941	0.0827540107
942	0.0827540107
943	0.0827540107
944	0.0827540107
945	0.08302139037
946	0.08302139037
947	0.08302139037
948	0.08302139037
949	0.08288770053
950	0.08288770053
951	0.08288770053
952	0.08288770053
953	0.08288770053
954	0.08315508021
955	0.08302139037
956	0.08302139037
957	0.08302139037
958	0.08302139037
959	0.08315508021
960	0.08328877005
961	0.08315508021
962	0.08288770053
963	0.08302139037
964	0.08302139037
965	0.08302139037
966	0.08315508021
967	0.08328877005
968	0.08342245989
969	0.08328877005
970	0.08342245989
971	0.08368983957
972	0.08368983957
973	0.08368983957
974	0.08382352941
975	0.08382352941
976	0.08368983957
977	0.08355614973
978	0.08355614973
979	0.08355614973
980	0.08355614973
981	0.08355614973
982	0.08355614973
983	0.08368983957
984	0.08382352941
985	0.08409090909
986	0.08409090909
987	0.08395721925
988	0.08395721925
989	0.08395721925
990	0.08395721925
991	0.08382352941
992	0.08395721925
993	0.08395721925
994	0.08395721925
995	0.08409090909
996	0.08409090909
997	0.08435828877
998	0.08435828877
999	0.08435828877
1000	0.08435828877
1001	0.08422459893
1002	0.08435828877
1003	0.08462566845
1004	0.08449197861
1005	0.08462566845
1006	0.08475935829
1007	0.08475935829
1008	0.08489304813
1009	0.08489304813
1010	0.08475935829
1011	0.08475935829
1012	0.08475935829
1013	0.08475935829
1014	0.08475935829
1015	0.08475935829
1016	0.08475935829
1017	0.08475935829
1018	0.08475935829
1019	0.08489304813
1020	0.08475935829
1021	0.08489304813
1022	0.08489304813
1023	0.08489304813
